"Lake_ID","Date","LakeName","LabName","Country","Latitude","Longitude","Altitude_m","MaximumDepth_m","MeanDepth_m","SecchiDepth_m","SamplingDepth_m","ThermoclineDepth_m","SurfaceTemperature_C","EpilimneticTemperature_C","TP_mgL","TN_mgL","NO3NO2_mgL","NH3_mgL","PO4_ugL","Chlorophylla_ugL","Chlorophyllb_ugL","Zeaxanthin_ugL","Diadinoxanthin_ugL","Fucoxanthin_ugL","Diatoxanthin_ugL","Alloxanthin_ugL","Peridinin_ugL","Chlorophyllc2_ugL","Echinenone_ugL","Lutein_ugL","Violaxanthin_ugL","MC_YR_ugL","MC_dmRR_ugL","MC_RR_ugL","MC_dmLR_ugL","MC_LR_ugL","MC_LY_ugL","MC_LW_ugL","MC_LF_ugL","NOD_ugL","CYN_ugL","ATX_ugL"
"SE_SEPOND_II",2015-07-25,"Sepond_2","LUNDSE","Sweden",55.73913889,13.20922222,NA,NA,NA,0.3,0.5,NA,17.73,17.73,0.11,0.8,NA,NA,4.784,67.972,16.056,13.631,0,1.37,0,0,0,0.797,0,0,0.994,0,0,0,0,0,0,0,0,0,0,0
"SE_STR",2015-09-04,"Strandsjon","Uupsala","Sweden",59.87247222,17.17066667,52,4,1.7,1.13,1.5,NA,16.7,16.88,0.03,NA,0.034,0.08,14.06,14.815,1.236,0.553,0,0.476,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"SE_VAL",2015-07-13,"Vallentunasjon","ERKEN","Sweden",59.50832,18.0448,10,5,3,0.59,4,NA,18.92,18.8,0.08,0.6,0.008,0.07,9.346,55.71,10.447,3.588,0,1.675,0,0.803,0,0.936,0,0,0,0,0,0.2124,0.0173,0.0984,0,0,0,0,0.0015,0
"SE_VLX",2015-09-04,"Valloxen","Uupsala","Sweden",59.73936111,17.84322222,15,9,3.8,0.7,5,NA,17.7,17.68,0.04,0.4,0.026,0.06,NA,101.54,6.557,6.964,1.525,2.517,0,0.588,0,1.504,0,0,0.864,4.921,0,0.0253,3.166,0.1614,0,0,0,0,0.2229,0
"SE_VOMBSJON",2015-08-05,"Vombsjon","LUNDSE","Sweden",55.68172222,13.59277778,20,16,6.6,1.4,4.5,3.99,19.09,18.88,0.16,1.1,0.352,0.01,NA,2.802,0.794,1.253,0,0.641,0,0.33,0.564,1.049,0,0,0.257,0.023,0,0.1928,0.0098,0.0794,0,0,0,0,0,0.0268
"SI_BLE",2015-08-06,"Bled","NIB","Slovenia",46.36157778,14.08768333,475,30,17.9,7,12,11.62,24.17,20.06,0.16,NA,0.023,0.03,NA,4.173,0.308,0.378,0,0,0,0.141,0,0.09,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0
"SI_GAJ",2015-08-06,"Gajsevsko","NIB","Slovenia",46.53325278,16.12036667,179,3,1.5,0.3,2,NA,23.9,23.32,0.17,0.6,0.012,0.12,17.175,23.505,6.917,5.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SI_LED",2015-08-06,"Ledavsko","NIB","Slovenia",46.74987778,16.040175,234,3,1.5,0.6,2,0.25,27.3,26.6,0.27,2,0.012,0.09,8.928,18.665,5.401,3.901,0,0,0,1.101,0,0.677,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"SI_PER",2015-08-06,"Pernica","NIB","Slovenia",46.58318611,15.73239444,248,3,1.5,0.2,2,NA,26,25.68,0.46,4,0.029,0.15,24.731,414.646,21.625,6.362,5.163,12.833,0,7.655,0,8.846,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"SK_KUC",2015-08-13,"Kuchajda","PHASR","Slovakia",48.17016667,17.14206667,126,5,NA,1.05,3.5,2.82,28.54,28.06,0.05,0.4,0.087,0.06,4.839,10.685,3.199,1.702,0,0,0,0,0.468,0.347,0,0,0,0.005,0,0.0629,0.0028,0.0541,0,0,0,0,0,0
"SK_MAL",2015-08-26,"Malinec","PHASR","Slovakia",48.52186667,19.66493333,347,55,NA,2.2,7,9.09,21.72,21.45,0.06,0.3,0.107,0.06,NA,3.598,1.251,0.718,0,0,0,0.078,0,0.074,0,0,0.144,0.007,0,0.0508,0.0024,0.0381,0,0,0,0,0,0
"SK_VIN",2015-08-18,"Vinne","PHASR","Slovakia",48.81695,21.98628333,250,4,3,0.45,2.5,2.69,25.96,25.81,0.02,0.2,0.012,0.02,41.714,32.78,2.834,3.932,0.32,1.249,0,1.089,0.325,0.732,0,0,0,0.002,0,0.1295,0.0028,0.0509,0,0,0,0,0.0015,0.0022
"SK_ZEM",2015-08-18,"Zemplinska","PHASR","Slovakia",48.79675,22.02086667,115,14,9.5,0.55,5,4.75,25.98,25.72,0.02,0.2,0.019,0.03,50.475,43.095,0.648,0,0,2.874,0,0,1.199,0.947,0,0,3.311,0.002,0,0.0194,0,0.0078,0,0,0,0,0,0
"TR_ABA",2015-08-26,"Abant","AIBU","Turkey",40.60005833,31.27861111,NA,NA,NA,4.5,7.5,7.25,22.11,21.41,NA,0.3,0.098,0.05,NA,1.713,0.035,0,0,0.347,0,0,0.18,0.187,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0
"TR_ACR",2015-08-18,"Acarlar","SALIM","Turkey",41.1199,30.490133,1,3,2,0.75,2.5,1.77,25,23.57,0.11,0.7,0.018,0.11,42.367,0.6,0.273,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"TR_AKG",2015-09-02,"Ak lake","Maraslioglu","Turkey",41.28194444,36.93722222,NA,NA,NA,0.3,1.5,NA,25.6,25.55,0.02,0.3,0.014,0.06,37.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0,0,0.0168,1.1479,0,0,0,0,0,0
"TR_AKG2",2015-08-18,"Akgol","METUIMS","Turkey",36.29133333,33.96416667,0,1,0.8,0.29,0.8,NA,NA,NA,0.06,0.3,NA,0.03,71.81,3.36,0,1.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035
"TR_AKY",2015-08-21,"Akyatan","METUIMS","Turkey",36.58658333,35.31869444,0,1,NA,0.85,0.7,NA,32.86,32.86,0.14,0.3,0.027,0.35,242.639,1.376,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0
"TR_ALA",2015-09-01,"Aladag","AIBU","Turkey",40.60611111,31.67638889,1345,6,NA,0.7,4,0.83,20.59,19.48,0.14,0.4,0.108,0.06,7.151,11.262,0.271,0,0,0,0,0,0,0,0,0,0.577,0,0,0.0311,0,0.0107,0,0,0,0,0,0.0013
"TR_BAK",2015-08-14,"Buyuk Akgol","METU","Turkey",41.04777778,30.56472222,10,4,2.65,1.3,3,2.11,30.36,29.11,NA,0.6,NA,0.03,NA,0.49,0.159,0,0,1.323,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_BAL",2015-09-03,"Balik","Maraslioglu","Turkey",41.57916667,36.07722222,0,3,1,0.5,1.5,NA,27.3,27.15,NA,0.9,0.01,0.07,51.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0,0.0966,0.0028,0.0267,0,0,0,0,0,0
"TR_BER",2015-08-19,"Berdan","METUIMS","Turkey",36.98116667,34.879,58,40,NA,3,8,6.2,31.16,25.15,NA,NA,0.279,0.02,NA,1.439,0.314,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_BEY_I",2015-08-10,"Beysehir_1","SARIM","Turkey",37.8302,31.4205,NA,NA,NA,0.99,6,NA,25.5,25.5,0.06,0.8,NA,0.09,NA,5.777,0.849,1.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_BEY_II",2015-08-10,"Beysehir_2","SARIM","Turkey",37.66118333,31.63313333,NA,NA,NA,0.75,6.5,NA,26.4,26.4,0.02,0.5,NA,0.05,NA,3.833,0.264,0.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_BOR",2015-08-30,"Borabay","Maraslioglu","Turkey",40.803618,36.153587,1067,10,1,0.6,2,1.75,21.2,20.96,0.02,NA,0.019,0.03,7.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"TR_CAT",2015-08-20,"Catalan","METUIMS","Turkey",37.21497222,35.31344444,113,36,NA,3.2,8,12.45,30.7,29.01,0.54,0.5,0.276,0.03,NA,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_CER",2015-09-03,"Cernek","Maraslioglu","Turkey",41.63861111,36.06888889,0,2,1,0.15,1.5,NA,24.9,24.93,0.08,1.5,NA,0.06,84.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0,0.2744,0.0094,0.2406,0,0,0,0,0.0188,0
"TR_CUB",2015-08-11,"Cubuk","METU","Turkey",40.48027778,30.83444444,NA,NA,NA,2.22,4.5,5.31,23.97,23.68,0.03,0.4,0.006,0.04,NA,0.108,0,0,0,0,0,0,0.49,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_CYG",2015-08-25,"Caygoren","SALIM","Turkey",39.252586,28.232628,261,34,NA,1.5,16,20.46,26.2,24.16,0.25,0.8,NA,0.04,37.555,1.165,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_EBER",2015-08-13,"Eber","SARIM","Turkey",38.6283,31.11801667,966,4,NA,0.4,2.5,NA,26.1,26.1,0.64,2.3,0.04,0.78,254.174,831.5,47.896,29.952,0,94.521,0,9.468,0,0,0,0,0,0.002,0,0.0361,0,0.0125,0,0,0,0,0,0
"TR_EGR_I",2015-08-12,"Egirdir_1","SARIM","Turkey",38.19378333,30.83833333,NA,NA,NA,2.7,8.5,NA,26.4,26.4,0.04,0.7,NA,0.11,NA,0.544,0.108,0.336,0,0.253,0,0.101,0,0.221,0,0,0.05,0,0,0.0058,0,0,0,0,0,0,0,0
"TR_EGR_II",2015-08-12,"Egirdir_2","SARIM","Turkey",37.96123333,30.89731667,NA,NA,NA,1.9,10,NA,26.9,26.9,NA,0.6,NA,0.04,28.851,16.485,0.69,0.307,0,3.163,0,0,0,0.675,0,0,0,0.002,0,0.012,0,0.0083,0,0,0,0,0,0
"TR_EYM",2015-08-11,"Eymir","METU","Turkey",39.82583333,32.8325,970,4,1.62,0.71,3.5,3.81,26.55,25.72,0.04,1.1,0.007,0.05,28.774,2.597,0,0.875,0,0,0,0,0,0,0.11,0,0.942,0.013,0.0514,0.7075,0.0075,0.247,0,0,0,0,0,0
"TR_GIC",2015-09-03,"Gici","Maraslioglu","Turkey",41.57861111,36.05972222,0,1,NA,0.25,0.5,NA,27,27.05,0.02,0.6,0.023,0.04,35.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0,0,0,0,0,0,0,0,0,0.0073
"TR_GLC",2015-09-02,"Golcuk","AIBU","Turkey",40.65416667,31.62527778,1212,6,NA,1.75,4,3.25,22.82,21.57,0.13,0.4,0.1,0.06,11.225,10.719,0.75,1.501,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_GLH",2015-08-11,"Golhisar","SARIM","Turkey",37.12083333,29.59811667,947,4,NA,0.93,3.5,NA,26.2,26.2,0.04,0.6,NA,0.09,22.079,13.201,1.322,3.607,0,0.344,0,0,0,0,0,0,0,0.002,0,0.0075,0.0028,0.0035,0,0,0,0,0,0
"TR_GUM",2015-09-01,"Gumerdigin","OZEN","Turkey",40.45808333,33.26580556,1080,12,NA,2.75,8,8.75,21.06,20.18,0.07,0.3,NA,0.02,NA,9.806,0.72,0.538,0.965,0.276,0,0.228,1.55,1.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_IKIZ",2015-08-25,"Ikizcetepeler","SALIM","Turkey",39.473607,27.929277,NA,47,NA,1.75,14,16.27,24.7,22.06,0.04,0.5,NA,0.05,53.275,3.626,0.701,0.16,0,0.342,0,0,0.17,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KAK",2015-08-14,"Kucuk Akgol","METU","Turkey",40.87833333,30.43194444,20,1,0.67,0.35,0.8,0.63,31.25,29.59,0.11,1.4,NA,0.04,7.637,1.704,0,3.011,0,0,0,0,0,0,0,0,0.381,0.045,0,0.5276,0.0166,0.2324,0,0,0,0,0,0.0139
"TR_KOR",2015-09-01,"Karaoren","OZEN","Turkey",40.50208333,33.23177778,1010,10,NA,1.9,4.5,6.95,20.71,19.66,0.2,0.2,NA,0.03,6.749,20.001,0.492,1.052,3.721,0,0,0.375,5.515,3.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KOREN_I",2015-08-21,"Karacaoren_1","SARIM","Turkey",37.40211667,30.84833333,NA,NA,NA,2.16,20,NA,29.3,22.08,0.03,0.4,0.077,0.06,NA,5.086,0.973,0.958,0,0.127,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KOREN_II",2015-08-21,"Karacaoren_2","SARIM","Turkey",37.30864722,30.81348056,NA,NA,NA,1.8,20,NA,25.8,15.7,0.06,0.6,0.246,0.17,NA,1.965,0.228,0,0,0.251,0,0.107,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KOV",2015-08-06,"Kovada","SARIM","Turkey",37.6231,30.87921667,906,5,NA,0.72,3.8,NA,25.1,25.1,0.08,0.8,NA,0.02,18.002,49.753,2.499,3.879,0,0,0,1.099,0.293,0.439,0,0,0,0.094,0.0446,1.0283,0.0523,1.3254,0,0,0,0,0,0
"TR_KRD",2015-09-02,"Karadere","OZEN","Turkey",40.50197222,33.48494444,1000,10,NA,5.1,10,2.21,17.88,16.46,0.16,0.5,0.032,0.02,NA,0.828,0,0.267,0,0,0,0,0.263,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KRM",2015-08-13,"Karamik","SARIM","Turkey",38.43063333,30.85913333,1003,5,NA,2,2.5,NA,26.7,26.7,0.1,1.2,NA,0.07,38.609,3.595,0,0.334,0,0,0,0.132,0.443,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KRT",2015-08-07,"Karatas","SARIM","Turkey",37.38566667,29.96963333,1054,5,2,0.5,4.14,NA,26.3,26.3,0.07,0.5,NA,0.11,NA,16.341,0.557,0.662,0,2.522,0,0.19,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_KUZ",2015-09-05,"Kuzgun","SULAB FAKIOGLU","Turkey",40.196153,41.050553,NA,22,18,0.6,10,0.75,23.7,22.65,0.07,0.2,NA,0.02,6.108,1.274,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_LAD",2015-08-30,"Ladik","Maraslioglu","Turkey",40.90722222,36.00861111,868,3,1,0.3,1,0.25,21,20.5,0.12,0.6,0.105,0.6,8.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"TR_LIM",2015-09-03,"Liman","Maraslioglu","Turkey",41.69833333,36.01861111,0,3,NA,0.5,1.5,NA,25,24.9,NA,0.5,NA,0.02,86.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0,0.0693,0.0024,0.033,0,0,0,0,9e-04,0
"TR_MOG",2015-08-11,"Mogan","METU","Turkey",39.77888889,32.79611111,975,5,2.44,1.2,3,3.47,26.86,25.41,0.04,1.3,0.007,0.05,21.525,7.762,0.715,2.707,0.41,1.041,0,0.611,0.528,1.606,0,0,0,0,0,0,0,0,0,0,0,0,0.0816,0.0037
"TR_MOL",2015-08-18,"Mollakoy","SALIM","Turkey",40.688141,30.389838,40,11,5.6,2.5,4,2.9,28.6,24.38,0.02,0.5,0.005,0.08,13.883,0.48,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0
"TR_PAL",2015-09-04,"Palandoken","SULAB FAKIOGLU","Turkey",39.67133333,41.02433333,NA,NA,NA,1.5,5.5,2.99,19.8,19.33,0.02,1.4,NA,0.2,35.642,1.78,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_PAR",2015-08-18,"Paradeniz","METUIMS","Turkey",36.30111,34.0111944,0,2,NA,1.03,1,NA,NA,NA,0.06,0.1,0.011,0.05,209.053,2.663,0,1.595,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"TR_POY",2015-08-13,"Poyrazlar","METU","Turkey",40.83833333,30.46888889,36,5,2,3.76,3.5,4.25,29.28,28.57,0.05,0.9,NA,0.03,4.537,0.698,0.157,0.52,0,0,0,0.135,0.279,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_SAR",2015-09-02,"Saraykoy","OZEN","Turkey",40.52980556,33.46688889,994,18,5,1.75,7,1.67,21.84,21.24,0.37,0.8,NA,0.02,14.854,5.175,0.652,0.733,0.662,0.196,0,0.256,1.108,0.921,0.112,0,0.112,0,0,0,0,0,0,0,0,0,0,0
"TR_SBN",2015-09-01,"Sabanozu","OZEN","Turkey",40.52286111,33.26955556,1000,10,NA,2.4,6,6.92,21.48,20.38,0.18,0.4,NA,0.02,5.74,3.129,0.45,0.665,0.376,0,0,0,0.183,0.326,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0
"TR_SER",2015-09-02,"Sera","Maraslioglu","Turkey",40.98805556,39.61833333,75,25,NA,0.4,1,1.36,23.12,22.59,0.06,2.8,2.193,0.08,20.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7e-04
"TR_SEY",2015-08-20,"Seyhan","METUIMS","Turkey",37.05530556,35.33230556,30,31,NA,3.6,8,16.49,30.97,29.81,1.03,0.4,0.291,0.02,2.809,0.896,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"TR_SEYD",2015-09-02,"Seydi","OZEN","Turkey",40.57358333,33.46125,957,19,NA,3,8.5,8.82,22.6,22.14,0.1,0.4,NA,NA,NA,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_SIM",2015-09-02,"Simenit","Maraslioglu","Turkey",41.29777778,36.92805556,0,2,0.5,0.4,1.5,NA,25.3,25.1,NA,0.8,0.008,0.03,56.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0,0,0.0376,1.916,0,0,0,0,NA,NA
"TR_SUG",2015-08-14,"Sugla","SARIM","Turkey",37.32455556,31.99213889,1091,4,NA,0.99,4.3,NA,27.5,27.5,0.05,0.8,NA,0.05,NA,22.672,7.829,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_TAS",2015-08-13,"Taskisigi","METU","Turkey",40.87055556,30.40111111,33,3,2.5,0.47,3,0.71,31,28.92,0.06,0.9,NA,0.03,5.249,5.6,0,3.447,3.498,0,0,0.423,0.602,0.35,0,0,1.186,0.075,0.0907,1.1464,0.0469,1.8176,0,0,0,0,0.0433,0
"TR_TAT",2015-09-03,"Tatli","Maraslioglu","Turkey",41.57222222,36.06583333,0,2,NA,0.3,1,NA,27,27.07,NA,0.4,NA,0.13,39.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0,0,0,0,0,0,0,0,0,0.0111
"TR_TER",2015-09-06,"Tercan","SULAB FAKIOGLU","Turkey",39.75291667,40.40922222,NA,22,17,0.85,6,0.75,19.65,19.35,0.16,0.5,0.098,0.03,5.889,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_TOR",2015-09-07,"Tortum","SULAB FAKIOGLU","Turkey",40.64923333,41.64139722,NA,160,100,1.15,14,5.5,21.8,22.47,0.04,0.6,0.197,0.48,4.997,0.828,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_UABT",2015-08-20,"Uluabat","BURSA-METE YILMAZ","Turkey",40.19072222,28.54881667,9,10,2.5,0.25,2.5,NA,27.5,27.5,0.05,1.2,0.008,0.03,24.705,55.399,3.75,2.701,0,4.227,0,0.583,0,0.736,0,0,0,0.005,0,0.0623,0.0028,0.0466,0,0,0,0,0,0.0036
"TR_ULU",2015-08-20,"Ulugol-Mesudiye","Odulim","Turkey",40.398611,37.833611,1200,NA,15,0.4,0.5,NA,25.9,25.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_UZU",2015-09-02,"Uzungol","Maraslioglu","Turkey",40.61916667,40.29361111,1250,10,NA,2.7,3,5.75,16.91,16.44,0.02,0.4,0.067,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"TR_YNC",2015-08-27,"Yenicaga","AIBU","Turkey",40.77861111,32.02527778,NA,NA,NA,1.75,3.5,1.3,24.11,23.29,0.12,0.3,0.135,0.16,21.833,7.644,0,0.271,0,1.228,0,0,0,0.22,0,0,0,0,0,0,0.0028,0.0357,0,0,0,0,0,0
"UK_BASS",2015-08-20,"Bassenthwaite","Lancaster","UK",54.65444444,-3.219794444,68,21,NA,2.2,20.5,10.5,17.6,17.08,0.03,NA,0.096,NA,NA,1.34,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0
"UK_BLE",2015-08-17,"Blelham","Lancaster","UK",54.39690556,-2.978013889,47,15,6.8,1.5,14,7.65,18.4,13.41,NA,NA,0.001,NA,7.617,15.746,1.339,1.062,0,0,0,1.718,0,0.952,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0
"UK_DER",2015-08-20,"Derwent","Lancaster","UK",54.576175,-3.135458333,75,22,5.5,3.6,20,17.6,17.7,16.04,0.01,NA,NA,NA,NA,0.708,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK_ERN",2015-08-17,"Erne","AFBI","UK",54.48544444,-7.843722222,46,66,12,2.8,7,NA,15.7,15.45,0.06,0.3,0.284,0.02,21.451,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK_GRAS",2015-08-17,"Grasmere","Lancaster","UK",54.44869167,-3.019344444,62,21,NA,2.75,5,8.67,16.8,15.7,0.13,0.4,0.063,NA,19.698,3.011,0.827,0.35,0,0,0,0.349,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK_NEA",2015-08-24,"Neagh","AFBI","UK",54.58241667,-6.396222222,16,34,8.9,2.8,7,NA,16.4,16.27,0.08,0.8,0.001,NA,50.819,64.977,0,6.614,2.323,0,0,0,0,0,0,0,0,2.59,6.5903,0,2.8946,0.0756,0,0,0,0,0.0334,0
"UK_WN",2015-08-18,"Windermere North Basin","Lancaster","UK",54.39711389,-2.951833333,39,67,NA,2.5,12.5,13.81,17.5,15.79,0.04,NA,0.081,NA,NA,3.515,0.326,0.503,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0129,0,0,0,0,0,0,0
"UK_WS",2015-08-18,"Windermere South Basin","Lancaster","UK",54.31443333,-2.951461111,40,68,NA,2.75,14.5,13.75,18,15.7,0.15,NA,0.112,NA,0.915,5.938,0.313,0.905,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0062,0.0042,0,0,0,0,0,0.0011
